university_name,program_name,degree_type,degree_level,program_category,duration_years,tuition_fees,country,city,specializations,prerequisites,gpa_requirement_min,language_requirements,faculty_research_interests,career_outcomes,confidence_score,last_updated,source_url,application_deadlines,application_fee,campus_facilities,cost_of_living_estimate,data_completeness,program_description,rankings,research_opportunities,scholarships_available,student_reviews_rating,university_id
University of Glasgow,Mathematics / Applied Mathematics MSc,Master of Science,Masters,Sciences,1.0,"{""domestic_per_year"": 12960, ""international_per_year"": 31050, ""currency"": ""USD"", ""additional_fees"": null}",United Kingdom,Glasgow,"[""Algebraic and Geometric Topology"", ""Continuum Mechanics and Elasticity"", ""Differential Geometry"", ""Fluid Mechanics"", ""Functional Analysis"", ""Further Complex Analysis"", ""Galois Theory"", ""Mathematical Biology"", ""Mathematical Physics"", ""Numerical Methods"", ""Number Theory"", ""Partial Differential Equations"", ""Topics in Algebra"", ""Advanced Differential Geometry and Topology"", ""Advanced Functional Analysis"", ""Advanced Methods in Differential Equations"", ""Advanced Numerical Methods"", ""Biological and Physiological Fluid Dynamics"", ""Commutative Algebra and Algebraic Geometry"", ""Elasticity"", ""Further Topics in Group Theory"", ""Lie Groups, Lie Algebras and their Representations"", ""Magnetohydrodynamics"", ""Operator Algebras"", ""Solitons"", ""Classical Field Theory"", ""Applied Mathematical Methods""]",[],,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Pure algebra"", ""Analysis"", ""Mathematical biology"", ""Fluids"", ""Topology"", ""Differential geometry"", ""Functional analysis"", ""Numerical methods"", ""Mathematical physics"", ""Group theory"", ""Operator algebras"", ""Field theory""]","[""Actuaries"", ""Economists"", ""Statisticians"", ""Opportunities with organizations such as Alpha Bank and Aviva""]",0.95,2025-11-27T11:06:56.190000,https://www.gla.ac.uk/postgraduate/taught/mathematicsappliedmathematics,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.75,"The Masters in Mathematics/Applied Mathematics offers courses, taught by experts, across a wide range. Mathematics is highly developed yet continually growing, providing new insights and applications. It is the medium for expressing knowledge about many physical phenomena and is concerned with patterns, systems, and structures unrestricted by any specific application, but also allows for applications across many disciplines. The School has a strong international reputation in pure and applied mathematics research and our postgraduate taught programmes in Mathematics offer a large range of courses ranging from pure algebra and analysis to courses on mathematical biology and fluids.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,8d2f2e20d3df
University of Glasgow,Applied Neuropsychology,Master of Science,Masters,Medical,1.0,"{""domestic_per_year"": 11367, ""international_per_year"": 31050, ""currency"": ""USD"", ""additional_fees"": null}",United Kingdom,Glasgow,[],"[""Qualification in clinical psychology overseas""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Clinical neuroscience"", ""Neuropsychology"", ""Clinical neuropsychology""]","[""Senior Assistant Clinical Psychologist"", ""Senior Clinical Neuropsychologist"", ""Roles in NGOs and state agencies specializing in brain injury services"", ""PhD research""]",0.95,2025-11-27T11:06:56.192000,https://www.gla.ac.uk/postgraduate/taught/applied-neuropsychology,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.75,"This Masters programme in Applied Neuropsychology is designed for those who have qualified in clinical psychology overseas, and wish to continue studying mental health. Developed in partnership with NHS Education for Scotland and offers specialist knowledge for clinical psychologists working in the area of clinical neuropsychology. Strong tradition of research in clinical neuroscience and neuropsychology.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,8d2f2e20d3df
University of Glasgow,Archaeology MSc,Master of Science,Masters,Arts & Humanities,1.0,"{""domestic_per_year"": 11943, ""international_per_year"": 26460, ""currency"": ""USD"", ""additional_fees"": null}",United Kingdom,Glasgow,"[""Landscape Archaeology"", ""Digital Archaeology"", ""Celtic and Viking Archaeology""]",[],,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Environmental Science"", ""Heritage Materials Science"", ""Digital Archaeology"", ""Landscape Archaeology"", ""Contemporary Archaeology"", ""Archaeological Sciences""]","[""Universities"", ""Research Institutes"", ""Government Agencies"", ""Conservation Charities"", ""Private-sector Professional Practice"", ""PhD Studies in Archaeology""]",0.95,2025-11-27T11:06:56.194000,https://www.gla.ac.uk/postgraduate/taught/archaeology,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.75,"This Masters programme enables students to develop their own holistic approach to the challenges of contemporary archaeological research and practice. The programme combines conceptual learning with independent research and project-based work. A key strength is its flexibility, allowing students to create a portfolio of courses based on individual needs and interests. The programme includes core training in archaeological theory and methods, archaeological sciences, and supports practice-based learning through Archaeology's collections and courses. Teaching is delivered through field trips, research seminars, and courses developing written work, portfolios, practice-based assignments, and oral presentations. An independent research project in the form of a dissertation is an integral part of the programme.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,8d2f2e20d3df
University of Glasgow,"Art History: Technical Art History, Making & Meaning",Master of Arts,Masters,Arts & Humanities,1.0,"{""domestic_per_year"": 11943, ""international_per_year"": 26460, ""currency"": ""USD"", ""additional_fees"": null}",United Kingdom,Glasgow,[],[],,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Technical art history"", ""Art conservation"", ""Cultural heritage preservation"", ""Artistic materials and techniques"", ""Art authentication""]","[""Work with collections within cultural heritage organizations"", ""Commercial environment in technical art history"", ""Curation and collections care"", ""Further postgraduate education in conservation"", ""Academic research""]",0.825,2025-11-27T11:06:56.197000,https://www.gla.ac.uk/postgraduate/taught/technical-art-history,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.625,"The Masters focuses on the act of making and everything that encompasses: materials, techniques, intentions, context and concept. You will study treatises and other testimonies on artistic practice and reconstruct historical recipes and modern techniques to understand artists' materials, practices and aesthetic choices. You will develop transferable skills and a thorough understanding of the science and conservation that supports the interpretation of artworks. You will learn about the change and preservation of cultural heritage, as well as exploring issues of authenticity. Technical art history is an exciting and rapidly growing field involving art historians, scientists and conservators, which also branches out to economics, social history and philosophy.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,8d2f2e20d3df
University of Glasgow,Astrophysics MSc,Master of Science,Masters,Sciences,1.0,"{""domestic_per_year"": 12960, ""international_per_year"": 31050, ""currency"": ""USD"", ""additional_fees"": null}",United Kingdom,Glasgow,"[""Gravitational Wave Detection"", ""Solar Physics"", ""Cosmology"", ""High Energy Astrophysics"", ""Stellar Astrophysics"", ""Planetary Systems"", ""Instrumentation""]","[""IOP accredited undergraduate degree or equivalent""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Gravitational waves"", ""Solar flares"", ""Space missions"", ""Laser interferometers"", ""X-ray astronomy"", ""Heliophysics"", ""Cosmology""]","[""Academic research in universities and research institutes"", ""Industrial research in energy, environmental sector, IT, semiconductors, optics, lasers, materials science, telecommunications, engineering"", ""Banking and commerce"", ""Higher education""]",1.0,2025-11-27T11:06:56.199000,https://www.gla.ac.uk/postgraduate/taught/astrophysics,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.875,"The Masters in Astrophysics gives you an understanding of the principles and methods of modern astrophysics at a level appropriate for a professional physicist. You will gain theoretical, observational and computational skills necessary to analyze and solve advanced astrophysics problems, providing an excellent foundation for scientific leadership in academia or industry. The program includes lectures, seminars, tutorials, lab work, projects and team work.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,8d2f2e20d3df
University of Glasgow,Behavioural Science MSc,Master of Science,Masters,Other,1.0,"{""domestic_per_year"": 12960, ""international_per_year"": 31050, ""currency"": ""USD"", ""additional_fees"": null}",United Kingdom,Glasgow,"[""Science Track"", ""Business Track""]",[],,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Economics"", ""Business"", ""Finance"", ""Psychology"", ""Neuroscience"", ""Decision-making"", ""Behavioural experiments""]","[""PhD preparation"", ""Research positions in private/public sector"", ""Public policy roles"", ""Private business careers"", ""Behavioural scientist roles across multiple sectors""]",0.95,2025-11-27T11:06:56.201000,https://www.gla.ac.uk/postgraduate/taught/behavioural-science,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.75,"A competitive programme on the study of decision-making, blending methods and research from multiple domains (Economics, Management, Finance, Psychology and Neuroscience). The programme aims to shape tomorrow's behavioural scientists through an interdisciplinary approach that combines expertise from Economics, Business, Finance, Psychology and Neuroscience. Students benefit from new methods, laboratory facilities and industrial partnerships.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,8d2f2e20d3df
University of Glasgow,Bioinformatics MSc/PgDip/PgCert,Master of Science,Masters,Computer Science,1.0,"{""domestic_per_year"": 11367, ""international_per_year"": 34470, ""currency"": ""USD"", ""additional_fees"": null}",United Kingdom,Glasgow,[],[],,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Functional genomics"", ""Systems biology"", ""Molecular parasitology"", ""Virus research"", ""Cancer research"", ""Polyomics integration"", ""Next-generation DNA sequencing"", ""Microarray technologies"", ""Proteomics"", ""Metabolomics""]","[""University or institute-based research careers"", ""Biomedical and translational research"", ""Cancer research"", ""Clinical brain sciences"", ""Genomics"", ""Human genetics"", ""Human nutrition"", ""Infection and immunity research"", ""Bioinformatician"", ""Computational biologist"", ""Computer programmer"", ""Research assistant"", ""Research scientist"", ""Research technician"", ""Scientific publishing"", ""Education"", ""Pharmaceutical industry"", ""Biotechnology"", ""Neuroinformatics""]",0.825,2025-11-27T11:06:56.203000,https://www.gla.ac.uk/postgraduate/taught/bioinformatics,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.625,"Bioinformatics is a discipline at the interface between biology, computing and statistics and is used in organismal biology, molecular biology and biomedicine. This programme focuses on using computers to glean new insights from DNA, RNA and protein sequence data and related data at the molecular level through data storage, mining, analysis and graphical presentation - all of which form a core part of modern biology. Students benefit from being taught by scientists at the cutting edge of their field with intensive, hands-on experience in an active research lab during the summer research project. Emphasis is placed on understanding core principles in practical bioinformatics and functional genomics, then implementing that understanding in a series of practical elective courses and a summer research project.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,8d2f2e20d3df
University of Glasgow,MSc Biomedical Engineering,Master of Science,Masters,Engineering,1.0,"{""domestic_per_year"": 12960, ""international_per_year"": 34470, ""currency"": ""USD"", ""additional_fees"": null}",United Kingdom,Glasgow,"[""Biomaterials and Tissue Engineering"", ""Bionanotechnology"", ""Rehabilitation Engineering"", ""Biosensors and Diagnostics"", ""Biomechanics"", ""Bioelectronics"", ""Medical Imaging""]","[""Accredited BEng undergraduate degree""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Biomaterials and Tissue Engineering"", ""Bionanotechnology"", ""Rehabilitation Engineering"", ""Biosensors and Diagnostics"", ""Biomechanics"", ""Tissue Engineering and Regenerative Medicine"", ""Bioelectronics and diagnostic systems""]","[""Rehabilitation engineering"", ""Biomaterials for reconstructive surgery"", ""Biosensors"", ""Device and implant design and development"", ""Biosignal processing"", ""Positions at companies like Pfizer, NHS, Cactus Communications, Neuranics and Cap Gemini UK plc""]",1.0,2025-11-27T11:06:56.204000,https://www.gla.ac.uk/postgraduate/taught/biomedical-engineering,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.875,"The Masters in Biomedical Engineering is an interdisciplinary programme that will equip you for employment within the biomedical engineering sector. This programme addresses all the key aspects of biomedical engineering. The course is based on in-depth modules and individual projects, which are designed to give graduates an opportunity to specialise in specific areas of biomedical engineering or to cover a more general biomedical engineering syllabus. This taught MSc offers a wide exposure to the philosophy and practice of biomedical engineering whilst simultaneously enabling students to deepen their knowledge of specific areas of biomedical engineering disciplines.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,8d2f2e20d3df
University of Glasgow,Biomedical Sciences MSc,Master of Science,Masters,Medical,1.0,"{""domestic_per_year"": 11367, ""international_per_year"": 33210, ""currency"": ""USD"", ""additional_fees"": null}",United Kingdom,Glasgow,[],[],,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Molecular biology techniques"", ""Biomedical science research"", ""Molecular genetics of disease"", ""Cancer microenvironment and biomarkers"", ""Clinical genomics"", ""Complex disease genomics"", ""Diagnostic technologies"", ""Emerging viruses"", ""Genome editing"", ""Neuroinflammation"", ""Omic data analysis""]","[""Biomedical Scientist"", ""PhD researcher"", ""Contract research organisations"", ""Clinical sciences"", ""Medical writing"", ""Pharmaceutical industry"", ""Biotechnical industries"", ""Research development management""]",0.825,2025-11-27T11:06:56.206000,https://www.gla.ac.uk/postgraduate/taught/biomedical-science-msc,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.625,"Crucial for clinical diagnosis of diseases and appropriate treatment of patients, Biomedical Science is vital to the operation of the NHS and related health industries. Experience learning a wide range of modern molecular biology techniques required to pursue a research career in biomedical science. An ideal introduction for overseas students who may wish to proceed to PhD studies in the UK, Europe or the USA. Accredited by the Royal Society of Biology for the purpose of meeting, in part, the academic and experience requirement for the Membership and Chartered Biologist (CBiol). Research training for students intending to proceed to a career in biomedical sciences, either directly as a Biomedical Scientist or through a PhD. Similar to the MRes Biomedical Sciences, but with more teaching in the first part of the programme, and one research project. Gain valuable practical research experience by using the skills and techniques acquired during the programme to complete an in depth research project.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,8d2f2e20d3df
University of Glasgow,Biomedical Sciences MRes,Master of Science,Graduate,Medical,1.0,"{""domestic_per_year"": 11367, ""international_per_year"": 33210, ""currency"": ""USD"", ""additional_fees"": null}",United Kingdom,Glasgow,"[""Anatomy"", ""Biotechnology"", ""Cancer"", ""Cardiovascular Science"", ""Cell Engineering"", ""Molecular Genetics"", ""Medical Biochemistry and Molecular Biology"", ""Neuroscience""]",[],,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Human disease"", ""Molecular biology techniques"", ""Biomedical sciences research""]","[""Biomedical Scientist"", ""PhD positions"", ""Contract Research Organisations"", ""Clinical Sciences"", ""Research Development Management"", ""Medical Writing"", ""Pharmaceutical and Biotechnical Industries""]",0.95,2025-11-27T11:06:56.208000,https://www.gla.ac.uk/postgraduate/taught/biomedical-sciences-mres,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.75,"Crucial for clinical diagnosis of diseases and appropriate treatment of patients, Biomedical Science is vital to the operation of the NHS and related health industries. Largely based on individual research projects rather than coursework, the MRes allows you to specialize in a particular area of study. Especially useful if you want to proceed to a PhD. The aim of this programme is to complete two different extensive research projects of your choice allowing you to acquire a wide range of knowledge and skills directly relevant to the study of human disease. Receive excellent training in a wide range of modern molecular biology techniques required to enter the pharmaceutical/biotechnology industries or to pursue a career in research. Accredited by the Royal Society of Biology for the purpose of meeting, in part, the academic and experience requirement for the Membership and Chartered Biologist (CBiol).","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,8d2f2e20d3df
University of Glasgow,Statistics MSc,Master of Science,Masters,Sciences,1.0,"{""domestic_per_year"": 12960, ""international_per_year"": 34470, ""currency"": ""USD"", ""additional_fees"": null}",United Kingdom,Glasgow,"[""Biostatistics"", ""Statistical Genetics"", ""Environmental Statistics"", ""Statistical Methodology"", ""Statistical Modelling""]","[""No previous study of statistics required""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Biostatistics and statistical genetics"", ""Environmental statistics"", ""Statistical methodology"", ""Statistical modelling"", ""Scholarship of learning and teaching in statistics""]","[""Medical research"", ""Pharmaceutical industry"", ""Finance"", ""Government statistical services"", ""PhD studies"", ""Employment at companies like Lloyds Banking Group, Equifax, Kohler, Moodys and Globality""]",1.0,2025-11-27T11:06:56.210000,https://www.gla.ac.uk/postgraduate/taught/statistics,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.875,"This Masters in Statistics will provide you with knowledge and experience of the principles, theory and practical skills of statistics. You will develop a thorough grasp of statistical methodology and apply statistical skills to solve real-life problems. The programme is accredited by the Royal Statistical Society and benefits from close links with industry and non-governmental organizations such as NHS and SEPA.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,8d2f2e20d3df
University of Glasgow,Biotechnology MSc,Master of Science,Masters,Other,1.0,"{""domestic_per_year"": 11943, ""international_per_year"": 33210, ""currency"": ""USD"", ""additional_fees"": null}",United Kingdom,Glasgow,"[""Environmental Biotechnology"", ""Synthetic Biology"", ""Plant Engineering"", ""Stem Cell Therapies"", ""Vaccine Development""]",[],,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Molecular Biology"", ""Microbiology"", ""Synthetic Biology"", ""Protein Expression"", ""Protein Purification"", ""Industrial and Environmental Microbiology"", ""Optogenetics"", ""Bioremediation""]","[""Biomedical Science"", ""Biotechnology"", ""Environmental Management and Agricultural Sciences"", ""Food Technology"", ""Pharmaceuticals"", ""Conservation"", ""Forensic Investigation"", ""Government Positions"", ""Independent Labs"", ""Medical Research"", ""Scientific Expert in Media"", ""Teaching"", ""Analytical Development Technologist"", ""Fermentation Technologist"", ""Research and Development Scientist""]",0.95,2025-11-27T11:06:56.213000,https://www.gla.ac.uk/postgraduate/taught/biotechnology,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.75,"Help solve real world problems with advanced practical knowledge underpinning modern biotechnology and molecular genetic technologies. The aim of this programme is to train you in a broad range of topics including environmental biotechnology, synthetic biology, plant engineering, stem cell therapies and vaccine development. Gain a sound understanding of the nature of business based on bioscience knowledge and research, their opportunities for innovation and regulatory requirement constraints, intellectual property and ethical issues. Extensive laboratory-based teaching covering a wide range of practical skills in molecular biology, microbiology, synthetic biology, protein expression, protein purification and more.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,8d2f2e20d3df
University of Glasgow,Biotechnology & Management,Master of Science,Masters,Business,1.0,"{""domestic_per_year"": 11367, ""international_per_year"": 33210, ""currency"": ""USD"", ""additional_fees"": null}",United Kingdom,Glasgow,[],[],,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Biotechnology applications"", ""Synthetic biology"", ""Molecular techniques"", ""Biochemical applications"", ""Cell biological techniques"", ""Genetic techniques""]","[""Biomedical science"", ""Biotechnology"", ""Environmental management and agricultural sciences"", ""Food technology"", ""Pharmaceuticals"", ""PhD studies"", ""Conservation"", ""Forensic investigation"", ""Government positions"", ""Independent labs"", ""Medical research"", ""Scientific expert in media"", ""Teaching""]",0.825,2025-11-27T11:06:56.215000,https://www.gla.ac.uk/postgraduate/taught/biotechnology-management,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.625,"Bridging the gap between biology, technology and business management, this programme is taught in collaboration with the Adam Smith Business School. The aim is to help students gain sound understanding of the nature of business based on bioscience knowledge, research and industry and how all are applied to solve real world problems. Students study business management based on bioscience knowledge and research, opportunities for innovation and regulatory requirement constraints, intellectual property and ethical issues. The programme includes extensive interaction with industry through site visits, guest lectures and an Industrial Networking Symposium.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,8d2f2e20d3df
University of Glasgow,Book & Paper Conservation,Master of Philosophy,Masters,Arts & Humanities,2.0,"{""domestic_per_year"": 15500, ""international_per_year"": 29355, ""currency"": ""USD"", ""additional_fees"": null}",United Kingdom,Glasgow,"[""Book and Archival Materials Conservation"", ""Paper Conservation""]",[],,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Technical art history"", ""Conservation"", ""Conservation science"", ""Object-focused research""]","[""Practising subject specialist conservator"", ""Cultural heritage researcher"", ""Collections management"", ""Archives"", ""Arts administration""]",0.95,2025-11-27T11:06:56.216000,https://www.gla.ac.uk/postgraduate/taught/book-paper-conservation,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.75,"This two-year Masters brings together skills training, research, professional practice and applied science. The programme has core common courses and courses tailored to your elected specialism in either Book and Archival Materials Conservation or Paper Conservation. You will have hands-on access to world-class collections and be based in the Kelvin Centre for Conservation and Cultural Heritage Research, a unique professional, collections-based teaching environment with state-of-the-art scientific equipment and conservation facilities.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,8d2f2e20d3df
University of Glasgow,Integrative Neuroscience MSc,Master of Science,Masters,Medical,1.0,"{""domestic_per_year"": 11943, ""international_per_year"": 33210, ""currency"": ""USD"", ""additional_fees"": null}",United Kingdom,Glasgow,[],[],,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Cognitive brain imaging"", ""Fundamental neuroscience"", ""Brain disorders"", ""Molecular neuroscience"", ""Cellular neuroscience"", ""Systems neuroscience"", ""Brain imaging technologies""]","[""PhD study in psychology and neuroscience"", ""Research laboratories in academic settings"", ""Teaching or research roles in universities and health institutes"", ""Public and private sector roles"", ""Research assistant"", ""Laboratory technician"", ""Teaching fellow"", ""Data scientist""]",0.825,2025-11-27T11:06:56.218000,https://www.gla.ac.uk/postgraduate/taught/integrative-neuroscience,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.625,"The aim of this programme is to help you gain interdisciplinary knowledge 'from molecules to mind' and develop research skills in cognitive brain imaging, fundamental neuroscience and brain disorders. The integration of cognitive brain imaging with neuroscience plays a central part in discovering how the brain functions in health and disease. Students study in a School striving to understand the brain at multiple levels of function, from cells to cognition using approaches ranging from molecular, cellular and systems level investigations to brain imaging.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,8d2f2e20d3df
University of Glasgow,Business Analytics MSc,Master of Science,Masters,Business,1.0,"{""domestic_per_year"": 12960, ""international_per_year"": 34470, ""currency"": ""USD"", ""additional_fees"": null}",United Kingdom,Glasgow,[],[],,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",[],"[""Business Analyst"", ""Data Analyst"", ""Data Scientist"", ""Operations Analyst"", ""Market Research Analyst"", ""Quantitative Consultant""]",0.7,2025-11-27T11:06:56.220000,https://www.gla.ac.uk/postgraduate/taught/business-analytics,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.5,"The Masters in Business Analytics is designed to help you stay competitive in a data-driven world. You will learn how to turn data into valuable insights that drive business success, and gain practical skills to enhance decision-making, optimise business performance and drive innovation. This programme gives you the tools you need to excel in today's business environment to make a real impact. It provides flexibility to suit your interests and career goals, allowing you to customise your learning path with optional courses.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,8d2f2e20d3df
University of Glasgow,Cancer Research & Precision Oncology,Master of Science,Masters,Medical,1.0,"{""domestic_per_year"": 11943, ""international_per_year"": 33210, ""currency"": ""USD"", ""additional_fees"": null}",United Kingdom,Glasgow,[],"[""Minimum grade C in semesters 1 and 2 required to proceed to research project""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Cancer Drug Discovery and Development"", ""Cancer Evolution"", ""Cancer Immunology and Immunotherapy"", ""Precision Oncology"", ""Cancer Research"", ""Hallmarks of Cancer""]","[""Cancer Research Scientist"", ""Haematology Doctor (NHS)"", ""Medical Laboratory Scientist"", ""Microbiologist"", ""Scientific Officer"", ""Scientific Publishing Assistant"", ""Medical Oncology Researcher"", ""Clinical Trials Coordinator (Oncology)"", ""Pharmacogenomics Specialist"", ""Biomarker Discovery Scientist"", ""Oncology Data Analyst"", ""Pharmaceutical/Biotech Researcher"", ""PhD studies"", ""Further medical studies"", ""Health services sector roles"", ""Life sciences industry roles"", ""Biotechnology industry roles"", ""Pharmaceutical industry roles""]",0.95,2025-11-27T11:06:56.221000,https://www.gla.ac.uk/postgraduate/taught/cancer-research-precision-oncology,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.75,"From 'bench to bedside,' this multidisciplinary programme prepares graduates to tackle cutting-edge challenges in cancer research alongside world-leading scientists and specialists. The program develops a strong foundation in cancer research and precision oncology, covering the latest advancements and technologies in the field through a multidisciplinary approach with world-leading scientists and clinicians.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,8d2f2e20d3df
University of Glasgow,Cancer Research (with specialism),Master of Science,Masters,Medical,1.0,"{""domestic_per_year"": 11943, ""international_per_year"": 33210, ""currency"": ""USD"", ""additional_fees"": null}",United Kingdom,Glasgow,"[""Bioinformatics"", ""Cancer Evolution""]",[],,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}","[""Cancer Research"", ""Precision Oncology"", ""Bioinformatics"", ""Cancer Evolution"", ""Omics Data Analysis""]","[""PhD or further medical studies"", ""Careers in health services sector"", ""Roles in life sciences, biotechnology, or pharmaceutical industries"", ""Bioinformatics Analyst"", ""Computational Biologist"", ""Cancer Data Scientist"", ""Medical Data Analyst"", ""Biostatistician"", ""Research Scientist"", ""Pharmaceutical/Biotech Researcher""]",0.95,2025-11-27T11:06:56.223000,https://www.gla.ac.uk/postgraduate/taught/cancer-research-with-specialism,"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],,0.75,"Specialise in your chosen area of cancer research and tackle cutting-edge challenges alongside world-leading scientists in a dynamic, multidisciplinary environment. The programme offers tailored expertise allowing you to focus on the area of cancer research you're most passionate about, guided by world-leading scientists and cancer specialists. You'll collaborate with scientists and clinicians from top research centres, universities, and hospitals across Glasgow, including the Cancer Research UK Scotland Institute.","{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],,8d2f2e20d3df
