application_deadlines,application_fee,campus_facilities,career_outcomes,city,confidence_score,cost_of_living_estimate,country,data_completeness,degree_level,degree_type,duration_years,faculty_research_interests,gpa_requirement_min,language_requirements,last_updated,prerequisites,program_category,program_description,program_name,rankings,research_opportunities,scholarships_available,source_url,specializations,student_reviews_rating,tuition_fees,university_id,university_name
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],[],Glasgow,0.975,,United Kingdom,0.875,Undergraduate,Bachelor of Science,4.0,"[""Quantum mechanics"", ""Thermal physics"", ""Solid state physics"", ""Waves and diffraction"", ""Electromagnetism"", ""Nuclear and particle physics"", ""Atomic systems"", ""Catalysis"", ""Solid state chemistry"", ""Coordination chemistry"", ""Spectroscopy"", ""Thermodynamics""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:57:33.545000,"[""Higher Chemistry"", ""Higher Mathematics"", ""Higher Physics"", ""A-level Chemistry"", ""A-level Mathematics"", ""A-level Physics"", ""IB HL Chemistry"", ""IB HL Mathematics (Analysis & Approaches)"", ""IB HL Physics""]",Engineering,"Chemical physics is concerned with electrons, nuclei, atoms and molecules in all states of matter, and how they interact with their environment. This degree programme covers the area in which chemistry and physics overlap. You will learn how to understand the laws of physics so that you can apply the latest technologies to control molecules and make new materials. Students gain an in-depth knowledge of chemistry, physics, mathematics and computing, and will be able to tackle most problems in chemistry and physics. In the final year, students work closely with a member of staff on a research project.",Chemical Physics BSc/MSci,"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.gla.ac.uk/undergraduate/degrees/chemicalphysics,"[""Chemical Physics BSc (Hons)"", ""Chemical Physics MSci"", ""Chemical Physics with work placement MSci""]",,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",8d2f2e20d3df,University of Glasgow
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],[],Glasgow,0.975,,United Kingdom,0.875,Undergraduate,Bachelor of Science,4.0,"[""Synthetic methods"", ""Medicinal chemistry"", ""Colloids"", ""Catalysis"", ""Quantum mechanics"", ""Spectroscopy"", ""Main group chemistry"", ""Transition metal chemistry""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:57:33.547000,"[""Higher Mathematics"", ""Higher Chemistry"", ""A-level Mathematics"", ""A-level Chemistry"", ""IB HL Mathematics (Analysis & Approaches)"", ""IB HL Chemistry""]",Sciences,"Chemistry is the science of molecules and materials. It is a science with a well-developed theory base which is central to modern life and which continues to make advances in new materials, antibiotics, semiconductors and trace analysis. Two interactive teaching units that concentrate on ethical, environmental and financial issues in chemistry will help you develop teamworking and presentation skills.",Chemistry BSc/MSci,"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.gla.ac.uk/undergraduate/degrees/chemistry,"[""Chemistry BSc (Hons)"", ""Chemistry with work placement MSci""]",,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",8d2f2e20d3df,University of Glasgow
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],"[""Chemist in research"", ""Process development"", ""Chemical analysis"", ""Management"", ""Marketing"", ""Environmental control"", ""Patents"", ""Finance""]",Glasgow,0.975,,United Kingdom,0.875,Undergraduate,Bachelor of Science,4.0,"[""Synthetic methods"", ""Medicinal chemistry"", ""Colloids"", ""Catalysis"", ""Quantum mechanics"", ""Spectroscopy"", ""Main group chemistry"", ""Transition metal chemistry""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:57:33.549000,"[""Minimum 75% in all core courses in years 1 and 2 at BUCT"", ""Completion of BSc Chemistry, BSc Applied Chemistry, or BSc Energy Chemistry programs at BUCT for first two years""]",Sciences,"Chemistry is the science of molecules and materials. It is a science with a well-developed theory base which is central to modern life and which continues to make advances in new materials, antibiotics, semiconductors and trace analysis. This program is offered in partnership with Beijing University of Chemical Technology (BUCT) in China.",Chemistry (in partnership with BUCT),"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.gla.ac.uk/undergraduate/degrees/chemistry-in-partnership-with-buct,"[""BSc Chemistry (4 years)"", ""MSci Chemistry (5 years with work placement)""]",,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",8d2f2e20d3df,University of Glasgow
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],"[""Pharmaceutical research"", ""Medicinal chemistry"", ""Drug development"", ""Pharmacology research"", ""Chemical industry""]",Glasgow,0.975,,United Kingdom,0.875,Undergraduate,Bachelor of Science,4.0,"[""Anticancer compounds"", ""Antibiotics"", ""Analgesics"", ""Antivirals"", ""Drug design and synthesis"", ""Biological activity testing""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:57:33.550000,"[""Higher Mathematics"", ""Higher Chemistry"", ""A-level Mathematics"", ""A-level Chemistry"", ""IB HL Mathematics (Analysis & Approaches)"", ""IB HL Chemistry""]",Sciences,"This degree programme provides a thorough training in the main branches of chemistry and concentrates on the study of areas of medicinal chemistry and pharmacology most relevant to carrying out research with medicinal and other biologically active compounds. Students benefit from a lecture course on industrial medicinal chemistry presented by research workers from a pharmaceutical company on topics such as drug/receptor interactions and the design, synthesis, transport and metabolism of important drugs.",Chemistry with Medicinal Chemistry BSc/MSci,"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.gla.ac.uk/undergraduate/degrees/chemistrymedicinal,"[""Medicinal Chemistry"", ""Pharmacology""]",,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",8d2f2e20d3df,University of Glasgow
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],"[""Research in pharmaceutical industry"", ""Forensic science"", ""Postgraduate study"", ""Employment in chemical industry""]",Glasgow,0.975,,United Kingdom,0.875,Masters,Master of Science,5.0,"[""Chemical biology"", ""Chemical photonics"", ""Energy conversion and storage""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:57:33.552000,"[""Higher Mathematics"", ""Higher Chemistry"", ""A-level Mathematics"", ""A-level Chemistry"", ""IB HL Mathematics (Analysis & Approaches)"", ""IB HL Chemistry""]",Sciences,"This degree provides a thorough training in the main branches of Chemistry and concentrates on the study of areas of medicinal chemistry and pharmacology most relevant to carrying out research with medicinal and other biologically active compounds. Students are taught by world-leading chemists whose research impacts areas such as chemical biology, chemical photonics, and energy conversion and storage. The program includes a work placement year in another institute or industry.",Chemistry with Medicinal Chemistry with Work Placement,"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.gla.ac.uk/undergraduate/degrees/chemistry-with-medicinal-chemistry-work-placement,"[""Anticancer compounds"", ""Antibiotics"", ""Analgesics"", ""Antivirals""]",,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",8d2f2e20d3df,University of Glasgow
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],"[""Research chemist"", ""Process development chemist"", ""Analytical chemist"", ""Management"", ""Marketing"", ""Environmental control"", ""Patents"", ""Finance"", ""Pharmaceutical industry"", ""Energy sector""]",Glasgow,0.975,,United Kingdom,0.875,Masters,Master of Science,5.0,"[""Frontiers of chemistry"", ""Advanced chemical research"", ""Materials science"", ""Medicinal chemistry"", ""Catalysis""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:57:33.553000,"[""Higher Mathematics"", ""Higher Chemistry"", ""A-level Mathematics and Chemistry"", ""IB HL Mathematics (Analysis & Approaches) and Chemistry""]",Sciences,"Chemistry is the science of molecules and materials. It is a science with a well-developed theory base which is central to modern life and which continues to make advances in new materials, antibiotics, semiconductors and trace analysis. The program combines teaching excellence with a supportive learning environment and includes a work placement year in industry or another academic institute.",Chemistry with Work Placement MSci,"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.gla.ac.uk/undergraduate/degrees/chemistry-work-placement,"[""Synthetic methods"", ""Medicinal chemistry"", ""Colloids"", ""Catalysis"", ""Quantum mechanics"", ""Spectroscopy"", ""Main group chemistry"", ""Transition metal chemistry"", ""Anticancer compounds"", ""Antibiotics"", ""Analgesics"", ""Antivirals""]",,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",8d2f2e20d3df,University of Glasgow
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],"[""Leading high-quality services"", ""Contributing to national organisations"", ""Championing children's rights"", ""Management roles in childhood practice settings"", ""Progression to further postgraduate study""]",Glasgow,0.725,,United Kingdom,0.625,Undergraduate,Bachelor of Arts,3.0,[],,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:57:33.554000,"[""HNC, SVQ3, SVQ4 or equivalent professional qualification in Children's Care, Learning & Development or Playwork"", ""Currently working in a pre-five setting, out-of-school care service or similar working environment"", ""Minimum of two years' experience in a childhood practice setting"", ""Accreditation of prior learning to the value of 120 level 7 credits""]",Education,"This programme has been developed to enable students with experience of working in childhood practice to meet the requirements of the Standard for Childhood Practice (SSSC, 2015). The programme has been designed to enable practitioners to gain an academic and professional qualification while remaining in employment. This degree has been designed to meet the registration requirements of the Scottish Social Services Council for managers/lead practitioners in day-care services for children. The programme contains work-based elements and will be rooted in practice. Teaching is delivered through seminars, self-study guides and online spaces which focus on active participation by students individually and collaboratively.",Childhood Practice BA,"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.gla.ac.uk/undergraduate/degrees/childhoodpractice,[],,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",8d2f2e20d3df,University of Glasgow
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],"[""Civil engineering design"", ""Infrastructure development"", ""Construction management"", ""Structural engineering"", ""Transportation engineering"", ""Water and environmental engineering"", ""Geotechnical engineering""]",Glasgow,0.85,,United Kingdom,0.75,Undergraduate,Bachelor of Engineering,4.0,[],,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:57:33.555000,"[""Higher Mathematics"", ""Physics or Engineering Science"", ""A-level Mathematics"", ""A-level Physics"", ""IB HL Mathematics (Analysis & Approaches)"", ""IB HL Physics""]",Engineering,"Civil engineers design and build major structures and provide the skills and expertise to design, build and maintain the country's infrastructure. This programme's strengths lie in its synthesis of scientific enquiry, engineering design and creative problem solving to tackle the challenging and complex real-life problems encountered by professional civil engineers. The degree is focused around problem-based learning with students tackling design projects in all years of the programme.",Civil Engineering BEng/MEng,"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.gla.ac.uk/undergraduate/degrees/civilengineering,"[""Structural Engineering"", ""Water Engineering"", ""Transportation"", ""Geotechnical Engineering"", ""Construction Management""]",,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",8d2f2e20d3df,University of Glasgow
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],[],Glasgow,0.95,,United Kingdom,0.75,Undergraduate,Bachelor of Engineering,4.0,[],3.0,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:57:33.556000,"[""Talent Scouting & SIMAK test (Indonesian National Test)"", ""Minimum IELTS 6.0 or equivalent for UI admission"", ""GPA 3.0 in first two years at UI"", ""Letter of authorization from UI to progress to dual degree""]",Engineering,"Civil engineers design and build major structures and provide the skills and expertise to design, build and maintain the country's infrastructure. This is a dual degree programme with Universitas Indonesia where students study years 1-2 at UI and years 3-4 at University of Glasgow.",Civil Engineering (dual degree programme with Universitas Indonesia),"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.gla.ac.uk/undergraduate/degrees/civil-engineering-indonesia,[],,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",8d2f2e20d3df,University of Glasgow
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],"[""Civil Engineering careers in design, development and creation of built environment"", ""Various sectors including construction, infrastructure, environmental engineering""]",Singapore,0.6,,Singapore,0.5,Undergraduate,Bachelor of Engineering,,"[""Civil Engineering and Mechanics"", ""Geotechnics"", ""Structural Engineering"", ""Environmental Engineering"", ""Transport Systems"", ""Water Supply Engineering""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:57:33.559000,[],Engineering,"Civil Engineers design, develop and create the built environment which surrounds us by improving our quality of life across a wide variety of sectors. The programme encompasses a wide range of topics ranging from the study of buildings, bridges and transport systems through to geotechnics, dams, water supply and environmental engineering. There is a particular focus on project-based learning through a three week Overseas Immersion Programme (OIP) in Glasgow, UK and an Integrated Work Study Programme (IWSP) which comprises an eight month structured learning programme embedded in industry. Flexible programmes that cater to full-time or SkillsFuture Work-Study are available.",Civil Engineering (joint degree with Singapore Institute of Technology),"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.gla.ac.uk/undergraduate/degrees/civilengineeringsit,[],,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",8d2f2e20d3df,University of Glasgow
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],"[""Civil Engineer"", ""Structural Engineer"", ""Architectural Engineer"", ""Construction Manager"", ""Design Engineer""]",Glasgow,0.85,,United Kingdom,0.75,Undergraduate,Bachelor of Engineering,4.0,[],,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:57:33.561000,"[""Higher Mathematics"", ""Physics or Engineering Science"", ""A-level Mathematics and Physics"", ""IB HL Mathematics (Analysis & Approaches) and Physics""]",Engineering,"Civil Engineering with Architecture will give you an understanding of the architect's role in construction and the interaction between architect and civil engineer. This is a unique degree programme in collaboration with the Glasgow School of Art. The architectural component is entirely design-oriented, studio-based and directed towards the production of sketches, drawings and models and their compilation into a portfolio. The programme is focused around problem-based learning with students tackling design projects in all years.",Civil Engineering with Architecture,"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.gla.ac.uk/undergraduate/degrees/civilengineeringwitharchitecture,"[""BEng (4-year degree)"", ""MEng (5-year degree)""]",,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",8d2f2e20d3df,University of Glasgow
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],[],Glasgow,0.975,,United Kingdom,0.875,Undergraduate,Bachelor of Arts,4.0,"[""Greek tragedy"", ""Roman drama"", ""Greek/Roman art"", ""Ancient medicine"", ""Greek lyric poetry"", ""Rhetoric"", ""Alexander the Great"", ""Greek religion"", ""Later Roman Empire"", ""Women in antiquity"", ""Ancient history"", ""Greek letters"", ""Ancient novels""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:57:33.562000,"[""Higher English"", ""Higher Humanities subject"", ""A-level English or another Humanities subject"", ""IB English HL6 or Humanities HL6 with English SL6""]",Arts & Humanities,"Classics involves the study of the literature, history, art and material culture of ancient Greece and Rome. Study of Latin and/or Greek language is possible at any level. Students have the opportunity to visit archaeological sites and museums in Italy and Greece as part of the programme. The programme covers classical Athens and Augustan Rome, Greek cities and communities, the Hellenistic period, and the Roman Empire through literary sources, historical evidence, and material culture.",Classics (Classical Civilisation),"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.gla.ac.uk/undergraduate/degrees/classics,"[""Classical Civilisation"", ""Ancient History"", ""Greek Language"", ""Latin Language"", ""Greek Art"", ""Roman Art"", ""Ancient Medicine"", ""Greek Religion"", ""Ancient Warfare"", ""Roman Drama""]",,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",8d2f2e20d3df,University of Glasgow
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],"[""Legal practice in common law jurisdictions (England & Wales, Northern Ireland, Ireland, Canada, India)"", ""Legal policy and practice"", ""Dispute resolution"", ""Legal advisory roles""]",Glasgow,0.85,,United Kingdom,0.75,Undergraduate,Bachelor of Laws,4.0,[],,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:57:33.563000,"[""SQA Higher: AAAAB minimum from S5"", ""A-Level: AAA"", ""IB: 38 points (6,6,6)"", ""Higher English at A grade or equivalent"", ""A-Level English or Humanities subject"", ""GCSE English Language at B/5 or GCSE English Literature at B/5"", ""Satisfactory completion of LNAT""]",Law,"The Common Law LLB is designed for students who plan to practice law in common law jurisdictions such as England & Wales, Northern Ireland, Ireland, and Canada. It is not accredited by the Law Society of Scotland and therefore not suitable for practicing law in Scotland. The program offers intellectual depth and flexible options, providing thorough grounding in key areas of law. Students develop skills in research, information management, writing, oral presentation, critical analysis, problem solving, and independent work.",Common Law LLB (Hons),"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.gla.ac.uk/undergraduate/degrees/commonlaw,"[""Law with Languages (French, German, Italian, Spanish)"", ""Study abroad opportunities"", ""Optional courses in various legal topics""]",,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",8d2f2e20d3df,University of Glasgow
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],"[""Civil Service"", ""Local Government"", ""Journalism"", ""Industry and Commerce"", ""International Institutions"", ""Administration"", ""Banking"", ""Insurance"", ""Social Work"", ""Police Service"", ""Legal Practice""]",Glasgow,0.85,,United Kingdom,0.75,Undergraduate,Bachelor of Laws,2.0,[],,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:57:33.563000,"[""2.1 Honours degree or equivalent in any discipline""]",Law,"This is an accelerated undergraduate degree available to graduates of any discipline, including Law. The two-year degree provides graduates with a pathway towards professional qualification. The programme is a foundational training in law and satisfies the Bar Standard Board requirements for the academic stage of legal training. It is not an approved pathway to legal practice in Scotland. The programme is particularly suitable for students coming from Common law countries such as Canada, and it is a recognised degree in Northern Ireland. This flexible degree offers courses that put an emphasis on developing the key skills required by employers.",Common Law (Graduate Entry) LLB,"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.gla.ac.uk/undergraduate/degrees/commonlawgraduateentry,"[""International Law"", ""Roman Law of Property and Obligations"", ""Commercial Law"", ""Business Organisations"", ""Foundations of Evidence Law"", ""Public International Law"", ""International Private Law""]",,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",8d2f2e20d3df,University of Glasgow
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],"[""Youth work"", ""Community arts"", ""Housing"", ""Addictions work"", ""Economic development"", ""Adult education"", ""Community regeneration work""]",Glasgow,0.725,,United Kingdom,0.625,Undergraduate,Bachelor of Arts,4.0,[],,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:57:33.564000,"[""Minimum 12 hours per week of paid or voluntary work in community development field"", ""SQA Higher: AAB/ABBB"", ""A-level: BBB-CCC"", ""IB: 32 (5,5,5)"", ""Extensive experience in community development setting for applicants without formal qualifications""]",Education,"This work-based learning program develops practical and analytical skills to work effectively with communities to bring about social change. Students attend classes approximately 1.5 days per week from September to May, with work-based learning, reflective enquiry, and subject area studies interwoven throughout the program. Includes local and international practice experiences.",Community Development BA (Hons),"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.gla.ac.uk/undergraduate/degrees/communitydevelopment,[],,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",8d2f2e20d3df,University of Glasgow
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],"[""Graduates develop skills in critical thinking, analysis, and cross-cultural understanding applicable to various fields including publishing, journalism, teaching, cultural organizations, international relations, and further academic study""]",Glasgow,0.975,,United Kingdom,0.875,Undergraduate,Bachelor of Arts,4.0,"[""Literary and cultural theories"", ""Intercultural perspectives"", ""Language and translation studies"", ""Postcolonial literature"", ""Holocaust literature and film"", ""Urban space representation"", ""European cinema"", ""Fairy tales and magical narratives"", ""Classic text adaptations"", ""Mythology and modern imagination""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:57:33.565000,"[""Higher English at grade A or equivalent"", ""Higher Humanities subject at grade A or equivalent"", ""A-level English or another Humanities subject (ABB-BBB)"", ""International Baccalaureate: 34 points with English HL6 or Humanities HL6 with English SL6""]",Arts & Humanities,"Comparative literature is the study of literature across cultural and national frontiers, time periods, languages and genres, even across the boundaries between literature and the other arts. It is defined as 'literature without walls' and involves the comparative or cross-cultural study of literatures, assuming that people from different cultures, times, places and languages can communicate with each other and benefit from such contacts. The program offers opportunities to study foreign languages and can be taken as a joint degree with other subjects.",Comparative Literature MA (Hons),"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.gla.ac.uk/undergraduate/degrees/comparativeliterature,"[""Single Honours Comparative Literature"", ""Joint Honours with modern languages"", ""Joint Honours with non-language subjects (e.g., English Literature)""]",,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",8d2f2e20d3df,University of Glasgow
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],"[""Professional Computing Scientists"", ""Software Engineers"", ""Systems Developers"", ""AI Specialists"", ""Data Scientists""]",Glasgow,0.975,,United Kingdom,0.875,Undergraduate,Bachelor of Science,4.0,"[""Artificial Intelligence"", ""Information Retrieval"", ""Big Data Systems"", ""Human-Computer Interaction"", ""Algorithms"", ""Computer and Network Systems""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:57:33.566000,"[""Higher Mathematics at grade A"", ""A-level Mathematics"", ""IB HL6 Mathematics (Analysis & Approaches)""]",Computer Science,"Computing science is wide-ranging: from programming and engineering large software systems, to the design and evaluation of human-computer interfaces, algorithms, computer and network systems, artificial intelligence, information retrieval and big data systems. The School of Computing Science launched the pioneering Centre for Computing Science Education, in recognition of our commitment to leadership and innovation in educational practice.",Computing Science BSc/MSci/MA,"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.gla.ac.uk/undergraduate/degrees/computingscience,"[""Software Engineering (Graduate Apprenticeship)"", ""Faster route option for exceptional students""]",,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",8d2f2e20d3df,University of Glasgow
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],"[""Professional Computing Scientists"", ""Software Engineers"", ""Systems Analysts"", ""Data Scientists"", ""AI Specialists"", ""Cyber Security Professionals"", ""Web Developers"", ""Research Scientists""]",Glasgow,0.975,,United Kingdom,0.875,Undergraduate,Bachelor of Science,3.0,"[""Algorithms"", ""Machine Learning"", ""Artificial Intelligence"", ""Human-Computer Interaction"", ""Parallel and Distributed Systems"", ""Data Science"", ""Computer Networks"", ""Operating Systems"", ""Software Engineering"", ""Cyber Security""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:57:33.566000,"[""SQA Higher: AAABB minimum from S5"", ""Advanced Highers: AAA including Computing and Mathematics"", ""A-levels: A*AA including Computing and Mathematics"", ""International Baccalaureate: 38 points with three Higher Level subjects at 6,6,6 including Computing Science and Mathematics""]",Computer Science,"The Computing Science faster route offers focused, high achieving candidates joining straight from school the option to complete the Honours Degree in 3 years or MSci degree in 4 years. Computing Science is wide-ranging: from programming and engineering large software systems, to the design and evaluation of human-computer interfaces, algorithms, machine learning, parallel and distributed systems, artificial intelligence and data science. The programme teaches fundamental principles of computation and computing systems while providing experience with state-of-the-art computing technologies through practical and project work.",Computing Science (faster route),"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.gla.ac.uk/undergraduate/degrees/computing-science-faster-route,"[""Artificial Intelligence"", ""Machine Learning"", ""Data Science"", ""Cyber Security"", ""Human-Computer Interaction"", ""Computer Vision"", ""Quantum Computing"", ""Robotics"", ""Software Engineering"", ""Networking"", ""Operating Systems"", ""Database Systems"", ""Web Science""]",,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",8d2f2e20d3df,University of Glasgow
